"","author","division","isbn","onsaledate","pages","priceusa","agerangecode","category"
"2870","HOSSEINI, KHALED","Penguin Adult HC/TR","9781594631764","05/21/2013","416","28.95","0","FIC"
"2871","HUDSPETH, E. B.","Quirk Books","9781594746161","05/21/2013","192","24.95","0","FIC"
"2872","ANDERSON, JEFF","Christian/Forum","9781601425287","05/21/2013","128","12.99","0","REL"
"2873","MIRAVAL","Hay House","9781401942007","05/23/2013","0","29.95","0","SEL"
"2874","O'CONNOR, WILLIAM","Penguin Adult HC/TR","9781440325243","05/24/2013","160","26.99","0","ART"
"2875","SLOMAN, PAUL","Prestel Publishing","9783791347912","05/25/2013","224","45.00","0","PHO"
"2876","HAHN, SCOTT","Christian/Forum","9780307590817","05/28/2013","176","23.00","0","REL"
"2877","WHITE, CURTIS","Melville House","9781612192000","05/28/2013","224","23.95","0","PHI"
"2878","WITT-DORRING, CHRISTIAN","Prestel Publishing","9783791352947","05/29/2013","400","75.00","0","ART"
"2879","COMAFORD, CHRISTINE","Penguin Adult HC/TR","9781591846482","05/30/2013","272","26.95","0","BUS"
"2880","ELLIS, JOSEPH J.","Knopf","9780307701220","06/04/2013","240","26.95","0","HIS"
"2881","MELOY, MAILE","Penguin Young Readers","9780399162459","06/04/2013","416","16.99","10UP","JUV"
"2882","BROWN, DANIEL JAMES","Penguin Adult HC/TR","9780670025817","06/04/2013","416","30.00","0","SPO"
"2883","DESSEN, SARAH","Penguin Young Readers","9780670785605","06/04/2013","448","19.99","12UP","YAF"
"2884","WAHL, ERIK","Crown","9780770434007","06/04/2013","224","25.00","0","BUS"
"2885","MCCANN, COLUM","Random House Group","9781400069590","06/04/2013","320","27.00","0","FIC"
"2886","MOORE, ALAN","DC Comics","9781401238964","06/04/2013","448","39.99","0","CGN"
"2887","SAGER, BOBBY","powerHouse Books","9781576876381","06/04/2013","312","60.00","0","REL"
"2888","GEORGIS, WILLIAM T.","Monacelli Press","9781580933315","06/04/2013","240","50.00","0","ARC"
"2889","MARGOLICK, DAVID","Other Press","9781590515716","06/04/2013","400","28.95","0","BIO"
"2890","EGAN, DONNA","Potter/TenSpeed/Harmony/Rodale","9781607744955","06/04/2013","128","16.99","0","CKB"
"2891","KESSLER, LAUREN","Potter/TenSpeed/Harmony/Rodale","9781609613471","06/04/2013","256","24.99","0","BIO"
"2892","EDITORS OF PREVENTION MAGAZINE","Potter/TenSpeed/Harmony/Rodale","9781609619404","06/04/2013","320","24.99","0","CKB"
"2893","MIGNOLA, MIKE","Dark Horse Comics","9781616551339","06/04/2013","376","49.99","0","CGN"
"2894","CHAYUT, NOAM","Verso Books","9781781680889","06/04/2013","288","24.95","0","HIS"
"2895","RANCIERE, JACQUES","Verso Books","9781781680896","06/04/2013","304","29.95","0","PHI"
"2896","BUSTOS, CIRO","Verso Books","9781781680964","06/04/2013","320","34.95","0","HIS"
"2897","SIMON, JOE","Titan","9781848569614","06/04/2013","320","49.95","0","CGN"
"2898","UESHIBA, MORIHEI","Kodansha USA","9781568365145","06/07/2013","144","19.95","0","SPO"
"2899","KANAZAWA, HIROKAZU","Kodansha USA","9781568365169","06/07/2013","200","35.00","0","SPO"
"2900","KANAZAWA, HIROKAZU","Kodansha USA","9781568365176","06/07/2013","240","35.00","0","SPO"
"2901","KAPP, LEON","Kodansha USA","9781568365190","06/07/2013","224","45.00","0","ANT"
"2902","FUNAKOSHI, GICHIN","Kodansha USA","9781568365244","06/07/2013","128","19.95","0","SPO"
"2903","MCCARTHY, RALPH F.","Kodansha USA","9781568365275","06/07/2013","48","9.95","00UP","JUV"
"2904","MCNEAL, TOM","RH Childrens Books","9780375849725","06/11/2013","384","17.99","12UP","YAF"
"2905","MARTIN, GEORGE R. R.","Bantam Dell","9780440423225","06/11/2013","240","26.00","0","CGN"
"2906","FEENEY, TATYANA","RH Childrens Books","9780449814116","06/11/2013","32","16.99","0003","JUV"
"2907","POSNER-SANCHEZ, ANDREA","RH Childrens Books","9780736431095","06/11/2013","24","4.99","0205","JUV"
"2908","MOSER, LISA","Candlewick","9780763657260","06/11/2013","48","14.99","0508","JUV"
"2909","LEE, MARK","Candlewick","9780763658090","06/11/2013","32","17.99","0307","JUV"
"2910","NOYES, DEBORAH","Candlewick","9780763659806","06/11/2013","272","16.99","14UP","YAF"
"2911","MICHALAK, JAMIE","Candlewick","9780763662783","06/11/2013","48","15.99","0508","JUV"
"2912","FENTON, CORINNE","Candlewick","9780763663759","06/11/2013","24","16.99","0508","JNF"
"2913","COUSINS, LUCY","Candlewick","9780763664916","06/11/2013","16","18.99","0205","JUV"
"2914","CANDLEWICK PRESS","Candlewick","9780763665258","06/11/2013","32","12.99","0205","JUV"
"2915","RAYMOND, ALEX","Titan","9780857686886","06/11/2013","200","39.95","0","CGN"
"2916","TOMASI, PETER J.","DC Comics","9781401240899","06/11/2013","176","24.99","0","CGN"
"2917","SMITH, CHUCK","powerHouse Books","9781576876220","06/11/2013","168","40.00","0","ART"
"2918","MCCLURE, JOANNA","North Atlantic Books","9781583946138","06/11/2013","368","35.00","0","POE"
"2919","MASUMOTO, DAVID MAS","Potter/TenSpeed/Harmony/Rodale","9781607743279","06/11/2013","176","22.00","0","CKB"
"2920","ABNETT, DAN","IDW Publishing","9781613776278","06/11/2013","384","49.99","0","CGN"
"2921","TORRES, J.","Archie Comic Publications","9781936975426","06/11/2013","112","16.99","10UP","YAF"
"2922","COOPER, FLOYD","Penguin Young Readers","9780399233425","06/13/2013","32","17.99","0307","JUV"
"2923","MACK, JEFF","Penguin Young Readers","9780399257506","06/13/2013","256","13.99","0812","JUV"
"2924","FREEDMAN, DEBORAH","Penguin Young Readers","9780670784899","06/13/2013","40","17.99","0305","JUV"
"2925","FLEMING, DAVID","Penguin Young Readers","9780670785513","06/13/2013","272","16.99","10UP","JUV"
"2926","OHORA, ZACHARIAH","Penguin Young Readers","9780803738522","06/13/2013","32","17.99","0305","JUV"
"2927","DK","DK.","9781465412188","06/17/2013","304","29.99","0812","JNF"
"2928","EVANOVICH, JANET","Bantam Dell","9780345543042","06/18/2013","320","28.00","0","FIC"
"2929","LONDON, ALEX","Penguin Young Readers","9780399257766","06/18/2013","384","17.99","12UP","YAF"
"2930","SHEEHAN, BRIAN","powerHouse Books","9781576876404","06/18/2013","192","27.50","0","BUS"
"2931","KRICFALUSI, JOHN","IDW Publishing","9781613774908","06/18/2013","160","34.99","0","CGN"
"2932","RYALL, CHRIS","IDW Publishing","9781613776032","06/18/2013","104","21.99","0","CGN"
"2933","MANNING, RUSS","IDW Publishing","9781613776940","06/18/2013","288","49.99","0","CGN"
"2934","VARIOUS","Dark Horse Comics","9781616551643","06/18/2013","184","39.99","0","ART"
"2935","KANAZAWA, HIROKAZU","Kodansha USA","9781568365039","06/21/2013","232","35.00","0","SPO"
"2936","MCCARTHY, RALPH F.","Kodansha USA","9781568365282","06/21/2013","48","11.95","00UP","JUV"
"2937","WEST, KEVIN","Knopf","9780307599483","06/25/2013","544","40.00","0","CKB"
"2938","COTLER, STEVE","RH Childrens Books","9780307977137","06/25/2013","256","15.99","0812","JUV"
"2939","LOOK, LENORE","RH Childrens Books","9780375870019","06/25/2013","40","17.99","0408","JUV"
"2940","GRABENSTEIN, CHRIS","RH Childrens Books","9780375870897","06/25/2013","304","17.99","0812","JUV"
"2941","GRABENSTEIN, CHRIS","RH Childrens Books","9780375970894","06/25/2013","304","19.99","0812","JUV"
"2942","MIFFLIN, MARGOT","powerHouse Books","9781576876664","06/25/2013","160","39.95","0","ART"
"2943","TENHOUTEN, ELIZABETH","Hatherleigh Books","9781578264469","06/25/2013","192","20.00","0","HEA"
"2944","KUNHARDT, DOROTHY","New York Review Books","9781590176283","06/25/2013","72","16.95","0307","JUV"
"2945","GRAY, HAROLD","IDW Publishing","9781613775752","06/25/2013","296","49.99","0","HUM"
"2946","DIXON, CHUCK","IDW Publishing","9781613776551","06/25/2013","348","49.99","0","CGN"
"2947","WOOD, DICK","Dark Horse Comics","9781616551797","06/25/2013","280","49.99","0","CGN"
"2948","MIROWSKI, PHILIP","Verso Books","9781781680797","06/25/2013","480","29.95","0","POL"
"2949","BELL, JOSHUA A.","Smithsonian","9781935623144","06/25/2013","275","49.95","0","SOC"
"2950","YASUHIKO, YOSHIKAZU","Kodansha USA","9781935654889","06/25/2013","432","29.95","13UP","CGN"
"2951","ELLIOT, DAVID","Penguin Young Readers","9780399160721","06/27/2013","40","17.99","0408","JUV"
"2952","DAYWALT, DREW","Penguin Young Readers","9780399255373","06/27/2013","40","17.99","0307","JUV"
"2953","MURRAY, LAURA","Penguin Young Readers","9780399257797","06/27/2013","32","17.99","0508","JUV"
"2954","BAER, JAY","Penguin Adult HC/TR","9781591846666","06/27/2013","240","24.95","0","BUS"
"2955","MASSENOT, VERONIQUE","Prestel Publishing","9783791371511","06/27/2013","32","14.95","0408","JUV"
"2956","FULLMAN, JOSEPH","DK.","9781465408877","07/01/2013","72","16.99","0812","JNF"
"2957","LIPPINCOTT, KRISTEN","DK.","9781465408952","07/01/2013","72","16.99","0812","JNF"
"2958","VAN ROSE, SUSANNA","DK.","9781465408976","07/01/2013","72","16.99","0812","JNF"
"2959","PARKER, STEVE","DK.","9781465408990","07/01/2013","72","16.99","0812","JNF"
"2960","BENDER, LIONEL","DK.","9781465409010","07/01/2013","72","16.99","0812","JNF"
"2961","MYERS, JUDITH G.","Berrett-Koehler","9781567264227","07/01/2013","108","45.95","0","BUS"
"2962","MOLLIE MAKES EDITORS","Penguin Adult HC/TR","9781596687752","07/01/2013","96","12.95","0","CRA"
"2963","BANFFY, MIKLOS","Knopf","9780375712296","07/02/2013","696","30.00","0","FIC"
"2964","BANFFY, MIKLOS","Knopf","9780375712302","07/02/2013","856","30.00","0","FIC"
"2965","HALL, KLAY","RH Childrens Books","9780736429740","07/02/2013","24","4.99","0205","JUV"
"2966","PECK, RICHARD","Penguin Young Readers","9780803738386","07/02/2013","240","18.99","0812","JUV"
"2967","CONNER, CLAIRE","Beacon Press","9780807077504","07/02/2013","264","25.95","0","POL"
"2968","DOESCHER, IAN","Quirk Books","9781594746376","07/02/2013","176","14.95","0","FIC"
"2969","ALTBACKER, EJ","Penguin Young Readers","9781595145444","07/02/2013","272","12.99","0812","JUV"
"2970","CANNON, KEVIN","IDW Publishing","9781603091008","07/02/2013","496","19.95","0","CGN"
"2971","BROWN, JEFFREY","IDW Publishing","9781603092661","07/02/2013","96","14.95","0","CGN"
"2972","CANNON, ZANDER","IDW Publishing","9781603093019","07/02/2013","284","19.95","0","CGN"
"2973","CLEMENS, RANDY","Potter/TenSpeed/Harmony/Rodale","9781607744603","07/02/2013","140","16.99","0","CKB"
"2974","KEUCHEYAN, RAZMIG","Verso Books","9781781681022","07/02/2013","304","29.95","0","PHI"
"2975","BOLOGNA, FILIPPO","Steerforth Press","9781908968197","07/04/2013","288","25.00","0","FIC"
"2976","DENNING, TROY","Del Rey","9780345511423","07/09/2013","336","27.00","0","FIC"
"2977","MCNAMARA, MARGARET","RH Childrens Books","9780375847448","07/09/2013","40","17.99","0408","JUV"
"2978","BERENSTAIN, STAN","RH Childrens Books","9780385371919","07/09/2013","96","9.99","0307","JUV"
"2979","BENNETT, KELLY","Candlewick","9780763646912","07/09/2013","32","15.99","0408","JUV"
"2980","PAQUETTE, AMMI JOAN","Candlewick","9780763655297","07/09/2013","32","15.99","0307","JUV"
"2981","ORAM, HIAWYN","Candlewick","9780763658700","07/09/2013","32","15.99","0307","JUV"
"2982","FRENCH, VIVIAN","Candlewick","9780763659301","07/09/2013","304","15.99","0812","JUV"
"2983","SHIELDS, AMY","National Geographic Society","9781426309540","07/09/2013","112","14.90","0710","JNF"
"2984","MARSH, LAURA","National Geographic Society","9781426313431","07/09/2013","32","13.90","0406","JNF"
"2985","STEWART, MELISSA","National Geographic Society","9781426313479","07/09/2013","32","13.90","0508","JNF"
"2986","RATTINI, KRISTIN BAIRD","National Geographic Society","9781426313493","07/09/2013","32","14.90","0406","JNF"
"2987","KELLY, SUSAN","National Geographic Society","9781426313714","07/09/2013","32","16.95","0408","JNF"
"2988","KELLY, SUSAN","National Geographic Society","9781426313721","07/09/2013","32","25.90","0408","JNF"
"2989","MILNER HALLS, KELLY","National Geographic Society","9781426313974","07/09/2013","112","14.90","0710","JNF"
"2990","NATIONAL GEOGRAPHIC","National Geographic Society","9781426314049","07/09/2013","208","33.90","0812","JNF"
"2991","NATIONAL GEOGRAPHIC","National Geographic Society","9781426314056","07/09/2013","208","24.99","0812","JNF"
"2992","KORNMAN, ROBIN","Shambhala","9781590308424","07/09/2013","680","120.00","0","REL"
"2993","GOULD, CHESTER","IDW Publishing","9781613776681","07/09/2013","256","39.99","0","CGN"
"2994","MONTANA, BOB","IDW Publishing","9781613776698","07/09/2013","302","39.99","0","HUM"
"2995","HARTT-SUSSMAN, HEATHER","Tundra","9781770493230","07/09/2013","24","17.95","0307","JUV"
"2996","HARTRY, NANCY","Tundra","9781770494053","07/09/2013","208","17.95","12UP","YAF"
"2997","NEUFELD, MICHAEL J.","Smithsonian","9781935623199","07/09/2013","256","29.95","0","HIS"
"2998","WELLINGTON, MONICA","Penguin Young Readers","9780803737433","07/11/2013","32","16.99","0305","JUV"
"2999","VIRTUE, DOREEN","Hay House","9781401926366","07/15/2013","0","19.95","0","OCC"
"3000","DK","DK.","9781465408433","07/15/2013","352","25.00","0","REL"
"3001","DK","DK.","9781465408440","07/15/2013","360","40.00","0","PET"
"3002","WILSON, HUGO","DK.","9781465408488","07/15/2013","216","25.00","0","TRA"
"3003","DK","DK.","9781465408556","07/15/2013","360","25.00","0","NAT"
"3004","RAKOFF, DAVID","Doubleday Publishing","9780385535212","07/16/2013","128","26.95","0","FIC"
"3005","ASLAN, REZA","Random House Group","9781400069224","07/16/2013","336","27.00","0","REL"
"3006","DIMARTINO, MICHAEL DANTE","Dark Horse Comics","9781616551681","07/16/2013","80","34.99","0812","ART"
"3007","ALLEN, CONSTANCE","RH Childrens Books","9780449810668","07/23/2013","24","4.99","0205","JUV"
"3008","AWDRY, W. REV","RH Childrens Books","9780449815373","07/23/2013","24","4.99","0406","JUV"
"3009","AWDRY, W. REV","RH Childrens Books","9780449816431","07/23/2013","224","16.99","0406","JUV"
"3010","GOLDEN BOOKS","RH Childrens Books","9780449817698","07/23/2013","24","4.99","0205","JUV"
"3011","BERRIOS, FRANK","RH Childrens Books","9780736429795","07/23/2013","24","4.99","0205","JUV"
"3012","POSNER-SANCHEZ, ANDREA","RH Childrens Books","9780736431439","07/23/2013","24","4.99","0205","JUV"
"3013","PHELAN, MATT","Candlewick","9780763650797","07/23/2013","240","22.99","0912","JUV"
"3014","MOYNIHAN, ROBERT","Christian/Forum","9780770435042","07/23/2013","256","19.99","0","REL"
"3015","ZAMRZLA, ERIN","Shambhala","9781611800081","07/23/2013","208","26.95","0","CRA"
"3016","ANG, TOM","DK.","9781465408563","07/29/2013","360","30.00","0","PHO"
"3017","DK","DK.","9781465408747","07/29/2013","200","35.00","0812","JNF"
"3018","MORIARTY, LIANE","Berkley / NAL","9780399159343","07/30/2013","416","27.00","0","FIC"
"3019","SIMON, JOE","IDW Publishing","9781613776148","07/30/2013","128","29.99","0","CGN"
"3020","LANGRIDGE, ROGER","IDW Publishing","9781613776865","07/30/2013","104","21.99","0","CGN"
"3021","MASIELLO, RALPH","Charlesbridge","9781570915437","08/01/2013","32","17.95","0508","JNF"
"3022","LUNDE, DARRIN","Charlesbridge","9781570917967","08/01/2013","32","15.95","0307","JNF"
"3023","STEWART, MELISSA","Charlesbridge","9781580892872","08/01/2013","32","16.95","0508","JNF"
"3024","GOLDMAN, JUDY","Charlesbridge","9781580893725","08/01/2013","64","16.95","0812","JUV"
"3025","JOHNSTON, TONY","Charlesbridge","9781580893817","08/01/2013","40","16.95","0508","JUV"
"3026","BUNTING, EVE","Charlesbridge","9781580893879","08/01/2013","32","16.95","0609","JNF"
"3027","THOMSON, SARAH L.","Charlesbridge","9781580893985","08/01/2013","32","12.95","0609","JNF"
"3028","VAMOS, SAMANTHA R.","Charlesbridge","9781580894289","08/01/2013","32","14.95","0307","JNF"
"3029","MURPHY, STUART J.","Charlesbridge","9781580894784","08/01/2013","32","14.95","0205","JUV"
"3030","ANDERSON, T. NEILL","Charlesbridge","9781580895149","08/01/2013","144","16.95","10UP","JNF"
"3031","PILEGGI, LEAH","Charlesbridge","9781580895606","08/01/2013","144","16.95","10UP","JUV"
"3032","EPSTEIN, DAVID","Penguin Adult HC/TR","9781591845119","08/01/2013","352","28.00","0","SPO"
"3033","MAZOR, CHEF EINAT","Charlesbridge","9781623540104","08/01/2013","144","18.95","0","CKB"
"3034","GROENEWEG, NICOLE","Charlesbridge","9781934133538","08/01/2013","32","17.95","0508","JUV"
"3035","BOWE, KRISTINE","Charlesbridge","9781934133552","08/01/2013","216","16.95","12UP","YAF"
"3036","MILLER, PAT ZIETLOW","RH Childrens Books","9780307978967","08/06/2013","40","17.99","0307","JUV"
"3037","FLIESS, SUE","RH Childrens Books","9780449810798","08/06/2013","24","4.99","0205","JNF"
"3038","DEWDNEY, ANNA","Penguin Young Readers","9780670013951","08/06/2013","40","17.99","0205","JUV"
"3039","AMATEAU, GIGI","Candlewick","9780763637668","08/06/2013","192","15.99","0912","JUV"
"3040","YOUNG, JESSICA","Candlewick","9780763651251","08/06/2013","32","15.99","0408","JUV"
"3041","BECKER, KATE","Candlewick","9780763655310","08/06/2013","32","15.99","0408","JUV"
"3042","BECKER, AARON","Candlewick","9780763660536","08/06/2013","40","16.99","0408","JUV"
"3043","STEIN, DAVID EZRA","Candlewick","9780763661045","08/06/2013","32","16.99","0205","JUV"
"3044","ALMOND, DAVID","Candlewick","9780763661694","08/06/2013","256","15.99","0912","JUV"
"3045","FARLEY, BRIANNE","Candlewick","9780763662967","08/06/2013","32","17.99","0408","JUV"
"3046","DUBOSARSKY, URSULA","Candlewick","9780763663995","08/06/2013","160","15.99","12UP","YAF"
"3047","CHILD, LAUREN","Candlewick","9780763665159","08/06/2013","32","16.99","0508","JUV"
"3048","BUTTERWORTH, CHRIS","Candlewick","9780763665746","08/06/2013","32","14.99","0509","JNF"
"3049","BURNINGHAM, JOHN","Candlewick","9780763665753","08/06/2013","32","16.99","0508","JUV"
"3050","PRITCHETT, ANDY","Candlewick","9780763666163","08/06/2013","32","15.99","0307","JUV"
"3051","COUSINS, LUCY","Candlewick","9780763666217","08/06/2013","32","15.99","0205","JUV"
"3052","KESSLER, LIZ","Candlewick","9780763667276","08/06/2013","272","15.99","0912","JUV"
"3053","COUSINS, LUCY","Candlewick","9780763668068","08/06/2013","32","15.99","0205","JUV"
"3054","CORDEROY, TRACEY","Candlewick","9780763668389","08/06/2013","32","14.99","0408","JUV"
"3055","LITTON, JONATHAN","Candlewick","9780763668815","08/06/2013","16","18.99","0710","JNF"
"3056","GILPIN, CAROLINE","National Geographic Society","9781426313516","08/06/2013","32","13.90","0406","JNF"
"3057","ZAPRUDER, ALEXANDRA","National Geographic Society","9781426313530","08/06/2013","48","13.90","0609","JNF"
"3058","NATIONAL GEOGRAPHIC","National Geographic Society","9781426313585","08/06/2013","192","19.95","0812","JNF"
"3059","NATIONAL GEOGRAPHIC","National Geographic Society","9781426313592","08/06/2013","192","28.90","0812","JNF"
"3060","NATIONAL GEOGRAPHIC","National Geographic Society","9781426316104","08/06/2013","128","16.90","0406","JNF"
"3061","ROTH, RUBY","North Atlantic Books","9781583946497","08/06/2013","32","12.95","0307","JNF"
"3062","YONAN, JOE","Potter/TenSpeed/Harmony/Rodale","9781607744429","08/06/2013","204","24.99","0","CKB"
"3063","EUGSTER, RACHEL","Tundra","9781770493001","08/06/2013","32","16.95","0406","JUV"
"3064","SALISBURY, MARK","Titan","9781781162477","08/06/2013","176","39.95","0","PER"
